"","newid","region","fam_type","earncomp","bls_urbn","cutenure","age_ref","sex_ref","marital1","educ_ref","inclass","kids","inc","inc.a","food","house","transport","utili","health","enter"
"16611","03192671","1","3","1","1","1",40,"1","1","15","09",1,108607,125000,13988,31464,52648,5840,23664,4844
"16616","03235341","1","2","2","1","1",36,"2","1","15","09",1,108855.4,127168.4,1993.3332,15214.6668,7088,1640,3520,560
"16617","03085573","3","3","2","1","1",44,"1","1","12","09",1,93651,1e+05,4238.6668,9353.3332,4996,1700,14736,992
"16626","02949225","4","5","2","1","1",47,"1","1","15","09",1,225113.2,276874.2,20080,12188,4716,1588,4956.8,708
"16644","03235571","1","5","2","1","1",37,"2","1","14","07",1,44742,41095,4333.3332,18849.3332,2160,2424,2080,400
"16648","02901805","1","5","2","1","1",48,"2","1","16","09",1,108880.4,121366.4,10880,20252,7368,9544,22208,7312
"16649","02925495","4","7","1","1","4",33,"2","5","16","07",1,43507,44400,11706.6668,14572,5304,1900,4800,2880
"16650","02954675","2","7","1","1","1",35,"2","5","15","09",1,94511,115000,2944,7692,1292,2160,1440,444
"16651","03081973","2","6","1","1","1",36,"1","3","13","08",1,49260,52000,3460,6448,2678.6668,780,960,1064
"16654","03087713","1","7","1","1","1",46,"2","4","16","09",1,83519,100010,2166.6668,93994.6668,6400,900,6080,260
"16655","03065703","3","7","1","1","1",42,"2","3","12","09",1,73740,84421,8800,7606.6668,10056,3256,25248,3704
"16658","02969854","4","7","1","1","4",37,"2","5","12","04",1,25179,19966,5200,14308,16880,548,8496,100
"16659","02911465","1","7","1","1","4",27,"2","1","13","04",1,28138,18672,1820,10096,90040,544,16,920
"16660","03110362","3","7","1","1","4",33,"2","5","13","06",1,33911,31000,3172,12216,3872,4296,5152,2680
"16661","03193561","3","7","1","1","4",34,"2","5","12","06",1,34717.4,33469.4,6500,14012,4552,2280,14496,7052
"16667","03231611","3","6","1","1","1",49,"1","3","15","09",1,81493.8,79493.8,4640,7541.3332,636,2080,27733.3328,5084
"16670","03194561","3","7","1","1","4",28,"2","5","15","09",1,78361,93000,3120,29036,4504,1980,6080,1456
"16672","03229891","2","7","1","1","4",29,"2","5","10","04",1,21348,15000,2946.6668,5012,1700,740,2602.6672,260
"16673","03106692","1","6","1","2","1",47,"1","3","11","08",1,50260.2,52350.2,27560,10184,4236,5040,5035.2,7160
"16674","03098972","2","7","1","1","4",35,"2","5","12","04",1,24444,17020,10260,6840,384,1440,1440,476
"16676","03208213","3","7","1","1","4",43,"2","3","12","04",1,25233.6,17838.6,2426.6668,9582.6668,973.3332,2032,8640,232
"16679","03207711","3","7","1","1","4",34,"2","5","13","06",1,36963,36400,3120,16945.3332,5272,4360,3840,800
"16681","03184861","4","6","1","1","2",52,"1","4","15","08",1,46526,50000,13000,21360,7760,7620,132416,600
"16682","02902085","1","7","1","1","4",41,"2","5","13","08",1,53695,58500,11284,20752,4168,2752,19920,1260
"16684","03101232","2","7","1","1","1",42,"2","3","16","09",1,85508,96000,11180,41740,2020,3396,39040,1820
"16685","03149835","1","7","1","1","4",36,"2","4","14","05",1,33352,28480,3813.3332,6733.3332,640,1488,4800,944
"16686","03081594","1","7","1","2","4",43,"2","3","13","06",1,38577,36312,1386.6668,5080,1286.6668,280,10794.6672,52
"16690","03212942","3","7","1","1","4",28,"2","5","16","06",1,33682,31023,5477.3332,10249.3332,7873.3332,1300,896,3844
"16692","03073403","2","7","1","1","1",42,"2","3","15","09",1,79660,91000,3106.6668,9628,1560,932,3882.6672,544
"16695","03193091","2","6","1","2","1",46,"1","3","15","09",1,71581.6,78278.6,6500,33472,6148,3060,15696,5520
"16697","03000984","2","7","1","1","1",32,"2","4","16","06",1,40315,37500,4506.6668,11348,644,1568,2490.6672,492
"16701","02975374","4","7","1","1","1",39,"2","3","15","09",1,81857,95000,13080,21268,8652,5228,18160,9480
"16702","03069523","3","7","1","1","1",40,"2","3","16","09",1,72532,76496,1166.6668,8041.3332,752,2080,4000,336
"16707","02910035","2","7","1","1","4",27,"2","5","15","06",1,39764,36504,4960,37892,3416,1200,18112,768
"16710","03100732","2","6","1","1","1",43,"1","3","14","09",1,82433,97000,9260,22272,32932,3560,23920,2920
"16711","03110594","4","7","1","1","1",33,"2","3","14","08",1,46659,50000,5200,11956,3812,2820,13760,2420
"16713","03209161","3","7","1","1","4",43,"2","3","16","06",1,34945.8,32708.8,2946.6668,18992,3388,4200,10.6672,1464
"16716","03097714","4","7","1","1","4",32,"2","5","11","08",1,51302,53233,5600,20648,3632,4164,640,380
"16717","02932665","2","9","1","1","1",45,"1","5","13","09",1,75305,85000,7280,9984,2660,2496,12480,1084
"16722","03234951","2","7","1","1","1",45,"2","3","15","08",1,48194,50500,2640,4696,866.6668,1472,5920,324
"16726","03107832","1","7","1","1","4",27,"2","4","14","05",1,28845,25800,8320,13912,2460,2372,1920,1504
"16729","03101302","2","7","1","1","4",42,"2","3","16","07",1,44890,47000,3640,15716,6884,3272,896,760
"16733","02926605","3","7","1","1","4",36,"2","5","16","09",1,70826,85000,4181.3332,16224,2972,5240,11424,2000
"16737","02954295","2","7","1","1","4",28,"2","3","12","05",1,30702,26000,6753.3332,4670.6668,2300,680,3296,316
"16740","03091142","1","6","1","2","1",47,"1","4","16","09",1,113862,125000,9988,19876,8500,5660,18848,10192
"16742","03072284","1","7","1","1","1",35,"2","3","13","08",1,52460,55900,693.3332,5942.6668,800,988,4160,32
"16754","03193071","3","7","1","1","2",37,"2","5","14","05",1,24683,24550,4992,3696,5872,3164,192,4584
"16757","03230541","2","7","1","1","1",50,"2","3","15","08",1,49317,51435,5900,9901.3332,1592,1256,6160,172
"16758","03173972","3","7","1","1","1",32,"2","5","16","08",1,54902,60000,1213.3332,7585.3332,2280,1340,2784,508
"16759","03227191","2","7","1","1","1",33,"2","3","16","09",1,69444.8,79721.8,4506.6668,5373.3332,1368,1124,2144,1608
"16768","02901005","4","3","1","1","4",49,"1","1","10","08",1,53660.4,54084.4,7800,42068,1440,3600,22272,600
"16770","02903645","1","3","2","1","2",45,"2","1","13","09",1,119902,145003,6428,15720,8824,4156,25296,2676
"16778","03230701","4","3","2","1","1",46,"2","1","13","08",1,59923.4,60259.4,4774.6668,7194.6668,16176,1832,5120,80
"16781","03144882","3","3","2","1","1",42,"1","1","15","09",1,109068,120000,12133.3332,11984,8097.3332,4960,1920,2400
"16782","03173432","4","3","2","1","1",35,"2","1","13","09",1,113143,130000,1733.3332,9660,1332,1488,3200,548
"16790","02906705","4","3","2","1","4",39,"1","1","13","09",1,111048,130000,16416,22440,8348,5640,5600,2104
"16796","02976964","4","3","2","1","4",27,"2","1","13","08",1,55274.4,54806.4,8196,25680,83020,3236,480,3612
"16797","03192191","1","3","2","1","1",34,"1","1","13","09",1,107244,123200,20184,17580,7688,7440,2880,1996
"16801","02977854","3","3","2","1","4",33,"2","1","15","06",1,44030,39000,3640,15456,1936,3320,16320,564
"16804","03232801","4","3","2","1","1",37,"1","1","15","09",1,99008,105377,3786.6668,7569.3332,1108,1388,1600,336
"16807","03213101","4","3","2","1","4",45,"1","1","15","07",1,46341.6,45534.6,6933.3332,23524,4253.3332,6296,5024,2692
"16811","02931345","1","3","1","1","1",46,"1","1","16","09",1,113850,125000,6933.3332,21103.3332,2080,2900,9600,180
"16812","03096054","3","3","1","1","4",35,"1","1","10","01",1,4330,4330,7800,10904,1652,3240,6795.2,316
"16815","02928365","4","3","2","1","1",39,"2","1","14","08",1,60604,63000,3701.3332,9574.6668,6076,3056,688,1096
"16818","03104772","1","3","2","1","2",46,"1","1","16","09",1,200696,270020,14944,40777,16464,8820,11680,11148
"16822","03091294","1","3","1","1","4",41,"1","1","13","05",1,31634,20680,7280,12648,1272,1396,1168,140
"16823","03227581","1","3","2","1","1",36,"1","1","13","09",1,143671,177000,5633.3332,6248,1776,1720,7632,1256
"16826","03232311","2","2","2","1","1",34,"2","1","15","09",1,223199,297000,6266.6668,10241.6668,2936,1360,2981.3328,3940
"16827","03143785","3","3","2","1","4",30,"2","1","13","08",1,66496,68000,5373.3332,17202.6668,3237.3332,1528,22400,800
"16829","03150792","1","3","2","1","1",37,"1","1","12","09",1,167859,215000,24968,23933.3332,11804,1772,1600,7592
"16834","03091542","1","3","2","1","1",43,"2","1","16","09",1,109343.6,127388.6,9056,27860,7568,3304,17760,13568
"16836","03003734","1","3","2","1","1",43,"2","1","15","09",1,111466.6,122067.6,3356,12250.6668,2677.3332,2028,32320,3076
"16839","03189661","3","3","2","1","4",30,"2","1","12","08",1,52163.8,52853.8,10508,17796,3416,4116,15105.6,624
"16841","03152062","2","3","2","1","1",43,"1","1","12","09",1,119637.4,140044.4,9880,15482.6668,6913.3332,4216,21600,2700
"16843","03007314","2","3","2","1","1",51,"1","1","15","09",1,147570.2,181090.2,4073.3332,8868,10060,1216,12320,3200
"16844","02910785","2","3","2","1","1",41,"1","1","12","06",1,38367.6,31556.6,6240,11104,1480,5304,6656,1116
"16847","03107382","2","3","2","1","1",37,"2","1","16","09",1,175676,221600,9080,40652,143892,4664,79840,6552
"16849","03172922","1","3","2","1","4",38,"2","1","14","09",1,71171.2,76247.2,5026.6668,4520,344,840,730.6672,524
"16853","03212561","4","3","2","1","1",39,"2","1","15","09",1,169562.8,209343.8,7730.6668,16033.3332,4177.3332,3568,7200,3164
"16855","02993474","4","3","2","1","1",31,"2","1","15","09",1,174155,219000,8333.3332,13417.3332,3828,4068,2720,1800
"16858","03147992","3","3","2","1","1",44,"2","1","15","09",1,120916.8,142388.8,10881.3332,23381.3332,17718.6668,4680,21728,4240
"16859","03048744","2","3","2","2","1",40,"1","1","14","09",1,111693,121400,8126.6668,42528,17740,2140,35840,2360
"16860","03214131","2","3","2","2","4",30,"1","1","14","08",1,68647.4,69778.4,5546.6668,12284,4732,3724,17333.3328,3060
"16861","03232221","2","3","2","1","1",36,"1","1","14","08",1,59469,62000,1300,7605.3332,1096,1796,1280,400
"16876","02947415","2","3","2","1","1",39,"2","1","14","09",1,115752,133900,2964,3458.6668,2405.3332,1848,10901.3328,780
"16880","03170742","3","3","2","1","1",38,"1","1","16","09",1,105294.8,111731.8,2973.3332,7412,9200,2320,2240,924
"16882","03230511","2","3","2","2","1",38,"1","1","12","08",1,59990,60338,2686.6668,6490.6668,1200,1280,2112,952
"16889","03212681","4","3","2","1","1",34,"2","1","14","06",1,44296,39500,3682.6668,8102.6668,1224,2412,15520,40
"16894","03208321","2","3","2","1","1",35,"2","1","13","09",1,110564,127942,13920,20261.3332,8589.3332,4704,14560,8512
"16895","03238321","3","3","2","1","2",62,"1","1","14","09",1,96266,110000,1906.6668,5676,3672,2928,25680,32
"16897","03151692","2","3","2","1","1",39,"1","1","15","09",1,104123,115000,11005.3332,23896,8320,2768,36720,2436
"16898","03230231","3","3","2","1","1",48,"1","1","15","09",1,124384,140000,2913.3332,13644,1600,2420,3200,80
"16899","02902215","2","3","2","1","1",34,"2","1","14","08",1,55375,57000,8840,12128,4672,6276,32272,6224
"16902","02974264","4","3","2","1","1",31,"1","1","12","08",1,61605.4,60797.4,7040,27828,6880,6248,19136,864
"16905","03100052","4","2","2","1","1",29,"1","1","13","06",1,41407.2,35665.2,8052,18572,5592,3708,13104,564
"16906","03193771","2","3","1","1","1",47,"1","1","16","09",1,111844,118000,24872,29212,4440,2860,13600,3860
"16908","02997084","3","3","2","1","1",43,"2","1","13","09",1,160457,190000,8493.3332,16685.3332,3460,3840,23520,3904
"16911","03195231","2","2","2","1","1",33,"2","1","15","08",1,66987.2,68291.2,10400,25565,1200,3600,24960,1476
"16912","03207951","4","2","2","1","1",39,"2","1","15","09",1,90836,96000,6933.3332,9309.3332,2800,1624,11264,1908
"16917","03189951","2","3","1","1","1",28,"1","1","14","08",1,63920.8,61761.8,5960,49784,182944,5704,59776,3088
"16919","03109744","4","3","2","1","1",51,"1","1","15","09",1,98853,108000,8424,24788,5468,6124,56400,3764
"16920","03148352","3","3","2","1","1",32,"1","1","12","08",1,61313,64600,6933.3332,11141.3332,3876,3092,12800,12
"16921","03145942","1","3","2","1","4",52,"1","1","15","07",1,47089.6,43731.6,8442.6668,13272,5992,3592,6144,476
"16926","03148454","3","3","2","1","2",29,"1","1","14","08",1,59982.2,60337.2,3526.6668,4366.6668,2384,3208,12800,584
"16927","03209821","4","3","2","1","1",31,"2","1","15","08",1,63620,66000,15093.3332,15714.6668,4400,2480,13866.6672,4808
"16932","03108544","3","3","2","1","2",36,"1","1","15","07",1,45137.4,40606.4,14800,8360,9708,3960,25248,2728
"16934","03072203","3","2","1","1","1",41,"1","1","15","09",1,89279,95868,8406.6668,5418.6668,4040,2560,9008,640
"16936","02944975","3","3","2","1","1",41,"1","1","15","09",1,94484,1e+05,4333.3332,12198.6668,2496,1800,10229.3328,600
"16937","03002454","4","2","2","1","1",41,"1","1","12","09",1,92307,99000,2773.3332,5825.3332,1092,1824,23056,540
"16942","02992094","3","3","2","1","2",44,"2","1","11","08",1,63946,65000,8320,12013.3332,1352,3980,3200,240
"16947","03142522","4","3","2","1","1",44,"1","1","13","09",1,90866.6,99511.6,10400,13165.3332,2504,4768,17072,4976
"16949","02972124","2","3","2","1","4",32,"2","1","13","06",1,43382,39200,7280,11700,3576,3920,24635.2,3624
"16952","03187551","3","2","2","1","1",29,"2","1","15","08",1,58892.6,57596.6,9880,29896,4452,3088,7808,1536
"16953","03066873","2","3","2","1","4",39,"2","1","13","04",1,27538.2,19806.2,2426.6668,6872,2214.6668,1328,3356.8,444
"16959","03212301","3","3","2","1","1",39,"1","1","15","09",1,100369.2,105486.2,13449.3332,23756,5570.6668,3596,7360,3824
"16962","03106812","4","3","2","1","4",45,"2","1","14","09",1,137380,174000,27040,28644,1200,4320,3744,576
"16966","03233151","3","3","2","1","1",29,"2","1","14","09",1,80007,83043,3726.6668,6129.3332,1976,944,12688,420
"16971","02931855","2","3","2","1","1",42,"2","1","16","09",1,151526.2,187831.2,8834.6668,29469.3332,6228,6072,21536,5693.3332
"16972","03050483","4","3","2","1","1",35,"1","1","13","07",1,48662,45000,4160,12056,4188,2900,15520,1760
"16978","03188901","3","3","2","1","1",48,"1","1","12","09",1,76782,80000,6480,19932,6940,3040,33552,2032
"16979","02929465","3","7","1","1","4",37,"2","1","12","05",1,30047,22000,7453.3332,10640,2700,3400,11676.8,960
"16987","03060054","3","7","1","1","4",47,"2","3","14","06",1,38222,36300,12133.3332,18732,1600,3052,16480,1520
"16990","02953485","2","6","1","1","1",44,"1","3","15","06",1,40434,38235,1473.3332,3312,420,1132,6448,468
"16996","03067514","3","7","1","1","4",29,"2","5","11","05",1,27418,20068,8493.3332,2760,2624,1896,3840,616
"16999","03188661","4","7","1","1","4",44,"2","1","13","09",1,102689,129312,13408,52876,21536,6064,16000,20892
"17002","02901625","3","7","1","1","4",29,"2","3","10","05",1,33903,27000,8272,11288,60,2988,4608,576
"17006","03148932","1","7","1","1","4",32,"2","4","15","07",1,48531,49080,2080,16332,4414.6668,3588,4853.3328,1392
"17007","03147002","4","7","1","2","4",31,"2","5","12","04",1,22998,16248,6933.3332,3720,1160,840,2560,520
"17009","03172322","1","7","1","1","4",34,"2","5","13","05",1,38583,27944,2944,3214.6668,460,560,3200,420
"17013","03150222","4","9","1","1","1",59,"2","3","13","07",1,47479.6,44674.6,6066.6668,25609.3332,2465.3332,5880,10160,1260
"17017","02928495","2","7","1","1","4",40,"2","3","15","04",1,24285,16000,3813.3332,5352,3520,2696,14923.7328,264
"17019","02974074","1","7","1","1","1",34,"2","5","14","08",1,56669,59200,3380,31440,4252,7232,8832,2216
"17038","02910415","4","5","1","1","4",57,"1","1","12","09",1,100686,120000,16940,45388,4392,5944,16480,1104
"17039","03010864","3","4","2","1","4",40,"2","1","12","09",1,70320.8,72974.8,3466.6668,5356,512,1052,3392,588
"17070","03208761","2","7","1","1","4",33,"2","3","14","08",1,57973,60448,5706.6668,12624,2656,3196,2080,1068
"17078","02930395","3","7","1","1","1",38,"2","5","14","05",1,28942.2,21325.2,7106.6668,11085.3332,3804,2904,3680,1032
"17083","03149642","3","7","1","1","4",41,"2","3","13","05",1,23618,23420,12301.3332,16384,10740,3884,1440,1532
"17089","02950535","4","5","2","1","1",63,"2","1","15","09",1,85844.6,85243.6,1333.3332,6916,1860,1932,8133.3328,1032
"17097","02966824","2","5","2","1","1",36,"1","1","16","09",1,163744.2,186312.2,24840,36408,5540,5300,47115.2,1312
"17098","02946105","4","5","1","1","4",37,"1","1","11","07",1,50362,45538,2340,3924,480,460,320,20
"17104","03067704","3","3","2","1","1",36,"1","1","16","09",1,138773,170000,6708,7492,1460,2220,11648,984
"17108","03190465","3","9","1","1","4",43,"2","3","13","08",1,53390.4,52299.4,34268,17704,1680,480,9984,252
"17111","03107073","3","3","2","1","1",40,"1","1","13","09",1,134103.6,150330.6,20236,25984,5568,5784,16016,2736
"17118","03186771","4","3","1","1","1",35,"1","1","16","08",1,57765.2,55726.2,6808,11680,2808,2156,23280,656
"17119","02924575","4","3","2","1","4",32,"2","1","13","08",1,53460,50000,4506.6668,14940,41696,2300,10400,800
"17121","03090392","2","3","2","1","4",35,"2","1","14","08",1,63712,66000,8736,18988,5896,5100,30720,1284
"17123","02970554","2","3","2","1","2",37,"2","1","12","06",1,41899,32500,2912,11948,13908,3840,5035.2,1860
"17124","03148392","4","3","2","1","1",40,"2","1","15","06",1,44023.2,38820.2,2912,8293.3332,1600,3360,17760,64
"17132","02992474","2","9","1","1","1",49,"2","5","12","07",1,46913,43304,4706.6668,10292,2662.6668,7176,6880,64
"17135","03099382","4","3","2","1","1",33,"1","1","15","09",1,97326,100545,9880,20668,5372,3264,17008,1788
"17138","02949765","3","3","1","1","1",39,"1","1","15","08",1,58039,57200,3897.3332,3556,2792,1520,3674.6672,92
"17141","02945245","2","3","2","1","1",37,"1","1","15","09",1,106785,116000,2406.6668,8956,680,1436,8720,8
"17144","02967224","3","3","2","1","2",40,"2","1","10","05",1,36054,28000,13860,3940,72328,600,8320,1080
"17145","03231432","1","3","2","1","1",41,"2","1","13","08",1,61681,62739,4160,8402.6668,2688,3128,3946.6672,7860
"17151","03149122","3","9","1","1","4",48,"2","4","14","06",1,44981,37353,5893.3332,34674.6668,1240,4336,4640,10944
"17157","02908945","4","5","2","1","4",29,"2","1","13","09",1,90101,88307,3380,17056,4920,3684,4992,1568
"17166","03188101","3","3","1","1","4",41,"1","1","13","08",1,55823,52000,9100,21960,71300,4740,19680,3700
"17172","03195141","4","3","2","1","4",30,"1","1","12","05",1,29594.6,21128.6,10816,22068,4852,3060,240,1384
"17176","03048443","3","5","2","1","1",59,"2","1","12","08",1,65526,66064,11960,9632,25832,3324,10640,2800
"17181","02954635","3","7","1","1","4",35,"2","5","13","07",1,53523.4,49954.4,433.3332,4480,952,1400,938.6672,120
"17184","02975874","1","3","2","1","4",41,"2","1","14","08",1,65030,60600,8320,23540,7276,3928,16880,9280
"17187","03092872","2","3","1","2","1",32,"1","1","10","08",1,59018,54053,4160,19456,200,60,9120,100
"17189","03059444","3","4","2","1","4",41,"1","1","15","09",1,99326.8,100321.8,9706.6668,15958.6668,3210.6668,3484,24000,4360
"17194","03215031","4","6","1","1","4",39,"1","4","13","08",1,68899,68000,8633.3332,15756,3632,3040,8640,1440
"17198","03142302","4","3","2","1","1",36,"2","1","16","09",1,174907,2e+05,7800,18414.6668,4192,6496,24320,1452
"17942","03010905","3","5","2","1","1",59,"1","1","15","09",0,150559.2,186617.2,4853.3332,6212,936,2788,3356.8,1100
